Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MyInfoDependents,Chrome 127.0.0.0,,,02-08-2024 17:15:29,02-08-2024 17:20:47,5m - 17.742s,FAILED
,,,,,,,
Test Cases/MyInfo/Dependents/VerifyAddingDependents,Chrome 127.0.0.0,,,02-08-2024 17:17:04,02-08-2024 17:17:32,28.718s,FAILED
"openBrowser("""")",Chrome 127.0.0.0,,,02-08-2024 17:17:04,02-08-2024 17:17:09,5.380s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 127.0.0.0,,,02-08-2024 17:17:09,02-08-2024 17:17:16,7.069s,PASSED
"setText(findTestObject(""Object Repository/MyInfo/input_Username_username""), ""Admin"")",Chrome 127.0.0.0,,,02-08-2024 17:17:16,02-08-2024 17:17:19,2.420s,PASSED
"setEncryptedText(findTestObject(""Object Repository/MyInfo/input_Password_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 127.0.0.0,,,02-08-2024 17:17:19,02-08-2024 17:17:20,1.356s,PASSED
"click(findTestObject(""Object Repository/MyInfo/button_Login""))",Chrome 127.0.0.0,,,02-08-2024 17:17:20,02-08-2024 17:17:23,2.777s,PASSED
"click(findTestObject(""Object Repository/MyInfo/span_My Info""))",Chrome 127.0.0.0,,,02-08-2024 17:17:23,02-08-2024 17:17:26,3.070s,PASSED
"click(findTestObject(""Object Repository/MyInfo/a_Dependents""))",Chrome 127.0.0.0,,,02-08-2024 17:17:26,02-08-2024 17:17:30,3.674s,PASSED
"click(findTestObject(""Object Repository/MyInfo/button_Add""))",Chrome 127.0.0.0,,,02-08-2024 17:17:30,02-08-2024 17:17:32,2.311s,PASSED
"setText(findTestObject(""Object Repository/MyInfo/input_Password_oxd-input oxd-input--active""), ""jdksfhjdsfh"")",Chrome 127.0.0.0,,,02-08-2024 17:17:32,02-08-2024 17:17:32,0.552s,FAILED
,,,,,,,
Test Cases/MyInfo/Dependents/VerifyDeletingDependent,Chrome 127.0.0.0,,MyInfo,02-08-2024 17:18:51,02-08-2024 17:19:16,25.406s,FAILED
"openBrowser("""")",Chrome 127.0.0.0,,,02-08-2024 17:18:51,02-08-2024 17:18:54,3.010s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 127.0.0.0,,,02-08-2024 17:18:54,02-08-2024 17:19:00,6.390s,PASSED
"setText(findTestObject(""Object Repository/MyInfo/input_Username_username""), ""Admin"")",Chrome 127.0.0.0,,,02-08-2024 17:19:00,02-08-2024 17:19:04,3.405s,PASSED
"setEncryptedText(findTestObject(""Object Repository/MyInfo/input_Password_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 127.0.0.0,,,02-08-2024 17:19:04,02-08-2024 17:19:05,1.539s,PASSED
"click(findTestObject(""Object Repository/MyInfo/button_Login""))",Chrome 127.0.0.0,,,02-08-2024 17:19:05,02-08-2024 17:19:08,2.629s,PASSED
"click(findTestObject(""Object Repository/MyInfo/a_My Info""))",Chrome 127.0.0.0,,,02-08-2024 17:19:08,02-08-2024 17:19:12,4.577s,PASSED
"doubleClick(findTestObject(""Object Repository/MyInfo/a_Dependents""))",Chrome 127.0.0.0,,,02-08-2024 17:19:12,02-08-2024 17:19:16,3.294s,PASSED
"click(findTestObject(""Object Repository/MyInfo/UserTypeDropDownInAddPage""))",Chrome 127.0.0.0,,,02-08-2024 17:19:16,02-08-2024 17:19:16,0.515s,FAILED
,,,,,,,
Test Cases/MyInfo/Dependents/VerifyEditingDependents,Chrome 127.0.0.0,,MyInfo,02-08-2024 17:20:26,02-08-2024 17:20:47,20.585s,FAILED
"openBrowser("""")",Chrome 127.0.0.0,,,02-08-2024 17:20:26,02-08-2024 17:20:29,2.803s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 127.0.0.0,,,02-08-2024 17:20:29,02-08-2024 17:20:35,6.376s,PASSED
"setText(findTestObject(""Object Repository/MyInfo/input_Username_username""), ""Admin"")",Chrome 127.0.0.0,,,02-08-2024 17:20:35,02-08-2024 17:20:38,2.221s,PASSED
"setEncryptedText(findTestObject(""Object Repository/MyInfo/input_Password_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 127.0.0.0,,,02-08-2024 17:20:38,02-08-2024 17:20:39,1.403s,PASSED
"click(findTestObject(""Object Repository/MyInfo/button_Login""))",Chrome 127.0.0.0,,,02-08-2024 17:20:39,02-08-2024 17:20:42,2.601s,PASSED
"click(findTestObject(""Object Repository/MyInfo/a_My Info""))",Chrome 127.0.0.0,,,02-08-2024 17:20:42,02-08-2024 17:20:44,2.490s,PASSED
"click(findTestObject(""Object Repository/MyInfo/a_Dependents""))",Chrome 127.0.0.0,,,02-08-2024 17:20:44,02-08-2024 17:20:47,2.393s,PASSED
"click(findTestObject(""Object Repository/MyInfo/UserTypeDropDownInAddPage""))",Chrome 127.0.0.0,,,02-08-2024 17:20:47,02-08-2024 17:20:47,0.264s,FAILED
