Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MyInfoPersonal,Chrome 127.0.0.0,,,02-08-2024 16:57:19,02-08-2024 17:15:12,17m - 53.284s,FAILED
,,,,,,,
Test Cases/MyInfo/PersonalAnsContactInfo/VerifyEditingContactDetails,Chrome 127.0.0.0,,MyInfo,02-08-2024 17:02:50,02-08-2024 17:03:36,46.009s,FAILED
"openBrowser("""")",Chrome 127.0.0.0,,,02-08-2024 17:02:50,02-08-2024 17:02:57,6.555s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 127.0.0.0,,,02-08-2024 17:02:57,02-08-2024 17:03:00,3.342s,PASSED
"setText(findTestObject(""Object Repository/MyInfo/input_Username_username""), ""Admin"")",Chrome 127.0.0.0,,,02-08-2024 17:03:00,02-08-2024 17:03:19,18.806s,PASSED
"setEncryptedText(findTestObject(""Object Repository/MyInfo/input_Password_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 127.0.0.0,,,02-08-2024 17:03:19,02-08-2024 17:03:20,1.391s,PASSED
"click(findTestObject(""Object Repository/MyInfo/button_Login""))",Chrome 127.0.0.0,,,02-08-2024 17:03:20,02-08-2024 17:03:24,3.602s,PASSED
"click(findTestObject(""Object Repository/MyInfo/span_My Info""))",Chrome 127.0.0.0,,,02-08-2024 17:03:24,02-08-2024 17:03:30,6.252s,PASSED
"click(findTestObject(""Object Repository/MyInfo/a_Contact Details""))",Chrome 127.0.0.0,,,02-08-2024 17:03:30,02-08-2024 17:03:35,5.000s,PASSED
"doubleClick(findTestObject(""Object Repository/MyInfo/input_Password_oxd-input oxd-input--active""))",Chrome 127.0.0.0,,,02-08-2024 17:03:35,02-08-2024 17:03:36,0.961s,FAILED
,,,,,,,
Test Cases/MyInfo/PersonalAnsContactInfo/VerifyEditingPersonalDetails,Chrome 127.0.0.0,Verify editing personal details,MyInfo,02-08-2024 17:12:49,02-08-2024 17:15:12,2m - 23.293s,FAILED
"openBrowser("""")",Chrome 127.0.0.0,,,02-08-2024 17:12:49,02-08-2024 17:12:53,4.214s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 127.0.0.0,,,02-08-2024 17:12:53,02-08-2024 17:13:25,31.675s,PASSED
"setText(findTestObject(""Object Repository/MyInfo/input_Username_username""), ""Admin"")",Chrome 127.0.0.0,,,02-08-2024 17:13:25,02-08-2024 17:13:28,3.208s,PASSED
"setEncryptedText(findTestObject(""Object Repository/MyInfo/input_Password_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 127.0.0.0,,,02-08-2024 17:13:28,02-08-2024 17:13:29,1.277s,PASSED
"click(findTestObject(""Object Repository/MyInfo/button_Login""))",Chrome 127.0.0.0,,,02-08-2024 17:13:29,02-08-2024 17:13:42,12.371s,PASSED
"click(findTestObject(""Object Repository/MyInfo/a_My Info""))",Chrome 127.0.0.0,,,02-08-2024 17:13:42,02-08-2024 17:13:53,11.803s,PASSED
"setText(findTestObject(""Object Repository/MyInfo/input_Employee Full Name_firstName""), ""mandaJohnJohn edited"")",Chrome 127.0.0.0,,,02-08-2024 17:13:53,02-08-2024 17:13:57,3.908s,PASSED
"setText(findTestObject(""Object Repository/MyInfo/input_Employee Full Name_middleName""), ""akhil edited"")",Chrome 127.0.0.0,,,02-08-2024 17:13:57,02-08-2024 17:13:59,1.816s,PASSED
"setText(findTestObject(""Object Repository/MyInfo/input_Employee Full Name_lastName""), ""userDoe edited"")",Chrome 127.0.0.0,,,02-08-2024 17:13:59,02-08-2024 17:14:01,1.867s,PASSED
