Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
AdminPanelTestSuite,Chrome 127.0.0.0,Test cases related to admin page,,02-08-2024 18:19:54,02-08-2024 18:50:55,31m - 0.620s,FAILED
,,,,,,,
Test Cases/AdminPanelTests/VerifyAddingANewNationality,Chrome 127.0.0.0,Add a new natalionality and verify,Admin,02-08-2024 18:26:56,02-08-2024 18:29:14,2m - 17.894s,FAILED
"openBrowser("""")",Chrome 127.0.0.0,,,02-08-2024 18:26:56,02-08-2024 18:27:15,19.025s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 127.0.0.0,,,02-08-2024 18:27:15,02-08-2024 18:27:26,10.635s,PASSED
"setText(findTestObject(""LoginPage/UserNameField""), ""Admin"")",Chrome 127.0.0.0,,,02-08-2024 18:27:26,02-08-2024 18:27:36,10.007s,PASSED
"setEncryptedText(findTestObject(""LoginPage/PasswordField""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 127.0.0.0,,,02-08-2024 18:27:36,02-08-2024 18:27:44,8.006s,PASSED
"click(findTestObject(""LoginPage/LoginButton""))",Chrome 127.0.0.0,,,02-08-2024 18:27:44,02-08-2024 18:28:13,29.508s,PASSED
"click(findTestObject(""HomePage/Page_OrangeHRM/AdminLink""))",Chrome 127.0.0.0,,,02-08-2024 18:28:13,02-08-2024 18:28:27,13.532s,PASSED
"click(findTestObject(""Object Repository/Nationality/NationalitiesLink""))",Chrome 127.0.0.0,,,02-08-2024 18:28:27,02-08-2024 18:28:31,4.699s,PASSED
"click(findTestObject(""Object Repository/Nationality/AddNationalityButton""))",Chrome 127.0.0.0,,,02-08-2024 18:28:31,02-08-2024 18:28:45,13.970s,PASSED
"setText(findTestObject(""Nationality/NationalityCheckBox""), ""aaaaa"")",Chrome 127.0.0.0,,,02-08-2024 18:28:45,02-08-2024 18:28:53,7.857s,PASSED
"click(findTestObject(""Object Repository/Nationality/SaveNationalityButton""))",Chrome 127.0.0.0,,,02-08-2024 18:28:53,02-08-2024 18:29:01,8.368s,PASSED
"verifyElementText(findTestObject(""Object Repository/Nationality/SuccessMessage""), ""Succesfully Saved"")",Chrome 127.0.0.0,,,02-08-2024 18:29:01,02-08-2024 18:29:14,12.153s,FAILED
,,,,,,,
Test Cases/AdminPanelTests/VerifyAddingANewUser,Chrome 127.0.0.0,Verify adding a new user,Admin,02-08-2024 18:29:14,02-08-2024 18:32:27,3m - 13.405s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,02-08-2024 18:29:14,02-08-2024 18:29:21,6.986s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 127.0.0.0,,,02-08-2024 18:29:21,02-08-2024 18:29:34,13.038s,PASSED
"setText(findTestObject(""LoginPage/UserNameField""), ""Admin"")",Chrome 127.0.0.0,,,02-08-2024 18:29:34,02-08-2024 18:29:41,7.082s,PASSED
"setEncryptedText(findTestObject(""LoginPage/PasswordField""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 127.0.0.0,,,02-08-2024 18:29:41,02-08-2024 18:29:46,4.471s,PASSED
"click(findTestObject(""LoginPage/LoginButton""))",Chrome 127.0.0.0,,,02-08-2024 18:29:46,02-08-2024 18:29:52,6.750s,PASSED
"click(findTestObject(""HomePage/Page_OrangeHRM/AdminLink""))",Chrome 127.0.0.0,,,02-08-2024 18:29:52,02-08-2024 18:29:58,5.710s,PASSED
"click(findTestObject(""Object Repository/AdminPage/AddUser/AddUserButton""))",Chrome 127.0.0.0,,,02-08-2024 18:29:58,02-08-2024 18:30:09,10.698s,PASSED
"click(findTestObject(""Object Repository/AdminPage/AddUser/UserTypeDropDownInAddPage""))",Chrome 127.0.0.0,,,02-08-2024 18:30:09,02-08-2024 18:30:50,41.370s,PASSED
"setText(findTestObject(""Object Repository/AdminPage/AddUser/UserHintTextBox""), ""a"")",Chrome 127.0.0.0,,,02-08-2024 18:30:50,02-08-2024 18:31:06,15.516s,PASSED
"click(findTestObject(""Object Repository/AdminPage/AddUser/UserHintOption""))",Chrome 127.0.0.0,,,02-08-2024 18:31:06,02-08-2024 18:31:16,10.039s,PASSED
"setText(findTestObject(""Object Repository/AdminPage/AddUser/input_Username_oxd-input oxd-input--focus""), ""Jas12345"")",Chrome 127.0.0.0,,,02-08-2024 18:31:16,02-08-2024 18:31:39,23.701s,PASSED
