Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
AdminPanelTestSuite,TestCloud - Windows - Chrome 127.0.0.0,Test cases related to admin page,,29-07-2024 18:02:58,29-07-2024 18:40:24,37m - 26.025s,FAILED
,,,,,,,
Test Cases/AdminPanelTests/VerifyAddingANewNationality,TestCloud - Windows - Chrome 127.0.0.0,Add a new natalionality and verify,Admin,29-07-2024 18:11:23,29-07-2024 18:13:24,2m - 1.076s,FAILED
"openBrowser("""")",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:11:23,29-07-2024 18:11:51,28.779s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:11:51,29-07-2024 18:12:15,23.337s,PASSED
"setText(findTestObject(""LoginPage/UserNameField""), ""Admin"")",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:12:15,29-07-2024 18:12:20,5.615s,PASSED
"setEncryptedText(findTestObject(""LoginPage/PasswordField""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:12:20,29-07-2024 18:12:23,2.295s,PASSED
"click(findTestObject(""LoginPage/LoginButton""))",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:12:23,29-07-2024 18:12:26,3.853s,PASSED
"click(findTestObject(""HomePage/Page_OrangeHRM/AdminLink""))",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:12:26,29-07-2024 18:12:31,4.053s,PASSED
"click(findTestObject(""Object Repository/Nationality/NationalitiesLink""))",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:12:31,29-07-2024 18:12:34,2.956s,PASSED
"click(findTestObject(""Object Repository/Nationality/AddNationalityButton""))",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:12:34,29-07-2024 18:12:36,2.644s,PASSED
"setText(findTestObject(""Nationality/NationalityCheckBox""), ""aaaaa"")",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:12:36,29-07-2024 18:13:24,47.388s,FAILED
,,,,,,,
Test Cases/AdminPanelTests/VerifyAddingANewUser,TestCloud - Windows - Chrome 127.0.0.0,Verify adding a new user,Admin,29-07-2024 18:13:24,29-07-2024 18:19:24,6m - 0.204s,PASSED
"openBrowser("""")",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:13:24,29-07-2024 18:14:09,45.035s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:14:09,29-07-2024 18:14:30,21.505s,PASSED
"setText(findTestObject(""LoginPage/UserNameField""), ""Admin"")",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:14:30,29-07-2024 18:14:35,4.833s,PASSED
"setEncryptedText(findTestObject(""LoginPage/PasswordField""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:14:35,29-07-2024 18:14:37,2.266s,PASSED
"click(findTestObject(""LoginPage/LoginButton""))",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:14:37,29-07-2024 18:14:42,4.126s,PASSED
"click(findTestObject(""HomePage/Page_OrangeHRM/AdminLink""))",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:14:42,29-07-2024 18:14:47,5.145s,PASSED
"click(findTestObject(""Object Repository/AdminPage/AddUser/AddUserButton""))",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:14:47,29-07-2024 18:14:49,2.048s,PASSED
"click(findTestObject(""Object Repository/AdminPage/AddUser/UserTypeDropDownInAddPage""))",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:14:49,29-07-2024 18:15:38,49.276s,PASSED
"setText(findTestObject(""Object Repository/AdminPage/AddUser/UserHintTextBox""), ""a"")",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:15:38,29-07-2024 18:16:48,1m - 9.806s,PASSED
"click(findTestObject(""Object Repository/AdminPage/AddUser/UserHintOption""))",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:16:48,29-07-2024 18:17:27,39.489s,PASSED
"setText(findTestObject(""Object Repository/AdminPage/AddUser/input_Username_oxd-input oxd-input--focus""), ""Jas12345"")",TestCloud - Windows - Chrome 127.0.0.0,,,29-07-2024 18:17:27,29-07-2024 18:18:36,1m - 8.980s,PASSED
