Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
BuzzModule,Chrome 127.0.0.0,,,05-08-2024 12:29:38,05-08-2024 12:41:19,11m - 40.518s,FAILED
,,,,,,,
Test Cases/BuzzModule/NewPosts/VerifyAddingANewPost,Chrome 127.0.0.0,,Buzz,05-08-2024 12:34:16,05-08-2024 12:35:08,52.212s,FAILED
"openBrowser("""")",Chrome 127.0.0.0,,,05-08-2024 12:34:16,05-08-2024 12:34:21,5.437s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 127.0.0.0,,,05-08-2024 12:34:21,05-08-2024 12:34:28,6.682s,PASSED
"setText(findTestObject(""Object Repository/BuzzModule/input_Username_username""), ""Admin"")",Chrome 127.0.0.0,,,05-08-2024 12:34:28,05-08-2024 12:34:33,4.992s,PASSED
"setEncryptedText(findTestObject(""Object Repository/BuzzModule/input_Password_password""), ""RAIVpflpDOg="")",Chrome 127.0.0.0,,,05-08-2024 12:34:33,05-08-2024 12:34:34,1.247s,PASSED
"click(findTestObject(""Object Repository/BuzzModule/button_Login""))",Chrome 127.0.0.0,,,05-08-2024 12:34:34,05-08-2024 12:34:38,3.385s,PASSED
"setText(findTestObject(""Object Repository/BuzzModule/input_Username_username""), ""Admin"")",Chrome 127.0.0.0,,,05-08-2024 12:34:38,05-08-2024 12:34:44,5.771s,PASSED
"setEncryptedText(findTestObject(""Object Repository/BuzzModule/input_Password_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 127.0.0.0,,,05-08-2024 12:34:44,05-08-2024 12:34:47,3.698s,PASSED
"click(findTestObject(""Object Repository/BuzzModule/button_Login""))",Chrome 127.0.0.0,,,05-08-2024 12:34:47,05-08-2024 12:34:56,8.449s,PASSED
"click(findTestObject(""Object Repository/BuzzModule/a_Buzz""))",Chrome 127.0.0.0,,,05-08-2024 12:34:56,05-08-2024 12:35:06,10.233s,PASSED
