Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
AdminPanelTestSuite,Chrome 127.0.0.0,Test cases related to admin page,,06-08-2024 15:08:56,06-08-2024 15:21:41,12m - 44.802s,FAILED
,,,,,,,
Test Cases/AdminPanelTests/VerifyAddingANewNationality,Chrome 127.0.0.0,Add a new natalionality and verify,Admin,06-08-2024 15:11:58,06-08-2024 15:12:56,57.344s,FAILED
"openBrowser("""")",Chrome 127.0.0.0,,,06-08-2024 15:11:58,06-08-2024 15:12:02,3.532s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 127.0.0.0,,,06-08-2024 15:12:02,06-08-2024 15:12:22,19.810s,PASSED
"setText(findTestObject(""LoginPage/UserNameField""), ""Admin"")",Chrome 127.0.0.0,,,06-08-2024 15:12:22,06-08-2024 15:12:25,3.656s,PASSED
"setEncryptedText(findTestObject(""LoginPage/PasswordField""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 127.0.0.0,,,06-08-2024 15:12:25,06-08-2024 15:12:28,2.522s,PASSED
"click(findTestObject(""LoginPage/LoginButton""))",Chrome 127.0.0.0,,,06-08-2024 15:12:28,06-08-2024 15:12:31,3.048s,PASSED
"click(findTestObject(""HomePage/Page_OrangeHRM/AdminLink""))",Chrome 127.0.0.0,,,06-08-2024 15:12:31,06-08-2024 15:12:34,3.371s,PASSED
"click(findTestObject(""Object Repository/Nationality/NationalitiesLink""))",Chrome 127.0.0.0,,,06-08-2024 15:12:34,06-08-2024 15:12:37,2.890s,PASSED
"click(findTestObject(""Object Repository/Nationality/AddNationalityButton""))",Chrome 127.0.0.0,,,06-08-2024 15:12:37,06-08-2024 15:12:40,2.600s,PASSED
"setText(findTestObject(""Nationality/NationalityCheckBox""), ""aaaaa"")",Chrome 127.0.0.0,,,06-08-2024 15:12:40,06-08-2024 15:12:48,8.542s,PASSED
