Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
PersonalLeavesSuite,Chrome 127.0.0.0,,,02-08-2024 18:20:20,02-08-2024 18:36:49,16m - 29.329s,FAILED
,,,,,,,
Test Cases/LeaveModule/PersonalLeaves/VerifyApplyingLeave,Chrome 127.0.0.0,,Leave,02-08-2024 18:27:19,02-08-2024 18:30:00,2m - 40.259s,FAILED
"openBrowser("""")",Chrome 127.0.0.0,,,02-08-2024 18:27:19,02-08-2024 18:27:34,14.656s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 127.0.0.0,,,02-08-2024 18:27:34,02-08-2024 18:27:36,1.687s,PASSED
"setText(findTestObject(""Object Repository/Leave/input_Username_username""), ""Admin"")",Chrome 127.0.0.0,,,02-08-2024 18:27:36,02-08-2024 18:28:28,52.161s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Leave/input_Password_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 127.0.0.0,,,02-08-2024 18:28:28,02-08-2024 18:28:36,8.542s,PASSED
"click(findTestObject(""Object Repository/Leave/button_Login""))",Chrome 127.0.0.0,,,02-08-2024 18:28:36,02-08-2024 18:28:48,11.752s,PASSED
"click(findTestObject(""Object Repository/Leave/a_Leave""))",Chrome 127.0.0.0,,,02-08-2024 18:28:48,02-08-2024 18:29:05,16.878s,PASSED
"click(findTestObject(""Object Repository/Leave/a_Apply""))",Chrome 127.0.0.0,,,02-08-2024 18:29:05,02-08-2024 18:29:13,7.453s,PASSED
"click(findTestObject(""Object Repository/Leave/i_-- Select --_oxd-icon bi-caret-up-fill ox_627fec""))",Chrome 127.0.0.0,,,02-08-2024 18:29:13,02-08-2024 18:29:18,4.972s,PASSED
"click(findTestObject(""Object Repository/Leave/i_From Date_oxd-icon bi-calendar oxd-date-i_f3a9ef""))",Chrome 127.0.0.0,,,02-08-2024 18:29:18,02-08-2024 18:30:00,42.019s,FAILED
,,,,,,,
Test Cases/LeaveModule/PersonalLeaves/VerifyingCancellingLeave,Chrome 127.0.0.0,,Leave,02-08-2024 18:35:13,02-08-2024 18:36:49,1m - 35.903s,FAILED
"openBrowser("""")",Chrome 127.0.0.0,,,02-08-2024 18:35:13,02-08-2024 18:35:35,21.227s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 127.0.0.0,,,02-08-2024 18:35:35,02-08-2024 18:35:47,12.006s,PASSED
"setText(findTestObject(""Object Repository/Leave/input_Username_username""), ""Admin"")",Chrome 127.0.0.0,,,02-08-2024 18:35:47,02-08-2024 18:35:57,10.889s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Leave/input_Password_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 127.0.0.0,,,02-08-2024 18:35:57,02-08-2024 18:36:06,8.484s,PASSED
"click(findTestObject(""Object Repository/Leave/button_Login""))",Chrome 127.0.0.0,,,02-08-2024 18:36:06,02-08-2024 18:36:17,11.010s,PASSED
"click(findTestObject(""Object Repository/Leave/span_Leave""))",Chrome 127.0.0.0,,,02-08-2024 18:36:17,02-08-2024 18:36:27,9.835s,PASSED
"click(findTestObject(""Object Repository/Leave/a_My Leave""))",Chrome 127.0.0.0,,,02-08-2024 18:36:27,02-08-2024 18:36:36,9.422s,PASSED
"click(findTestObject(""Object Repository/Leave/button_Cancel""))",Chrome 127.0.0.0,,,02-08-2024 18:36:36,02-08-2024 18:36:42,5.533s,PASSED
"click(findTestObject(""Object Repository/Leave/div_SuccessSuccessfully Updated""))",Chrome 127.0.0.0,,,02-08-2024 18:36:42,02-08-2024 18:36:47,5.551s,PASSED
"click(findTestObject(""Object Repository/Leave/UserTypeDropDownInAddPage""))",Chrome 127.0.0.0,,,02-08-2024 18:36:47,02-08-2024 18:36:49,1.853s,FAILED
