Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
AdminPanelTestSuite,Chrome 127.0.0.0,Test cases related to admin page,,05-08-2024 12:28:12,05-08-2024 12:45:04,16m - 51.593s,FAILED
,,,,,,,
Test Cases/AdminPanelTests/VerifyAddingANewNationality,Chrome 127.0.0.0,Add a new natalionality and verify,Admin,05-08-2024 12:30:58,05-08-2024 12:31:50,52.429s,FAILED
"openBrowser("""")",Chrome 127.0.0.0,,,05-08-2024 12:30:58,05-08-2024 12:31:02,3.909s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 127.0.0.0,,,05-08-2024 12:31:02,05-08-2024 12:31:16,13.638s,PASSED
"setText(findTestObject(""LoginPage/UserNameField""), ""Admin"")",Chrome 127.0.0.0,,,05-08-2024 12:31:16,05-08-2024 12:31:19,3.235s,PASSED
"setEncryptedText(findTestObject(""LoginPage/PasswordField""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 127.0.0.0,,,05-08-2024 12:31:19,05-08-2024 12:31:21,1.934s,PASSED
"click(findTestObject(""LoginPage/LoginButton""))",Chrome 127.0.0.0,,,05-08-2024 12:31:21,05-08-2024 12:31:23,2.663s,PASSED
"click(findTestObject(""HomePage/Page_OrangeHRM/AdminLink""))",Chrome 127.0.0.0,,,05-08-2024 12:31:23,05-08-2024 12:31:28,4.787s,PASSED
"click(findTestObject(""Object Repository/Nationality/NationalitiesLink""))",Chrome 127.0.0.0,,,05-08-2024 12:31:28,05-08-2024 12:31:32,3.871s,PASSED
"click(findTestObject(""Object Repository/Nationality/AddNationalityButton""))",Chrome 127.0.0.0,,,05-08-2024 12:31:32,05-08-2024 12:31:37,4.468s,PASSED
"setText(findTestObject(""Nationality/NationalityCheckBox""), ""aaaaa"")",Chrome 127.0.0.0,,,05-08-2024 12:31:37,05-08-2024 12:31:42,5.148s,PASSED
"click(findTestObject(""Object Repository/Nationality/SaveNationalityButton""))",Chrome 127.0.0.0,,,05-08-2024 12:31:42,05-08-2024 12:31:46,4.315s,PASSED
"verifyElementText(findTestObject(""Object Repository/Nationality/SuccessMessage""), ""Succesfully Saved"")",Chrome 127.0.0.0,,,05-08-2024 12:31:46,05-08-2024 12:31:50,4.397s,FAILED
,,,,,,,
Test Cases/AdminPanelTests/VerifyAddingANewUser,Chrome 127.0.0.0,Verify adding a new user,Admin,05-08-2024 12:31:50,05-08-2024 12:34:25,2m - 34.467s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,05-08-2024 12:31:51,05-08-2024 12:31:56,5.269s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 127.0.0.0,,,05-08-2024 12:31:56,05-08-2024 12:32:18,21.867s,PASSED
"setText(findTestObject(""LoginPage/UserNameField""), ""Admin"")",Chrome 127.0.0.0,,,05-08-2024 12:32:18,05-08-2024 12:32:24,5.835s,PASSED
"setEncryptedText(findTestObject(""LoginPage/PasswordField""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 127.0.0.0,,,05-08-2024 12:32:24,05-08-2024 12:32:26,2.055s,PASSED
"click(findTestObject(""LoginPage/LoginButton""))",Chrome 127.0.0.0,,,05-08-2024 12:32:26,05-08-2024 12:32:29,3.072s,PASSED
"click(findTestObject(""HomePage/Page_OrangeHRM/AdminLink""))",Chrome 127.0.0.0,,,05-08-2024 12:32:29,05-08-2024 12:32:33,4.348s,PASSED
"click(findTestObject(""Object Repository/AdminPage/AddUser/AddUserButton""))",Chrome 127.0.0.0,,,05-08-2024 12:32:33,05-08-2024 12:32:36,3.172s,PASSED
"click(findTestObject(""Object Repository/AdminPage/AddUser/UserTypeDropDownInAddPage""))",Chrome 127.0.0.0,,,05-08-2024 12:32:36,05-08-2024 12:33:15,38.592s,PASSED
